City,DIVISION NUMBER,DIVISION NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL ACCREDITATION RATING,ENGLISH,ENGLISH STATUS,MATHEMATICS,MATHEMATICS STATUS,HISTORY,HISTORY STATUS,SCIENCE,SCIENCE STATUS,GCI,GCI Status
Bristol,102,Bristol City,60,Highland View Elementary,Accredited with Warning,60,Warned,58,Warned,53,Warned,45,Warned,-,Does not have a Graduating Class
Bristol,102,Bristol City,100,Joseph Van Pelt Elementary,Fully Accredited,79,Meets Benchmark,89,Meets Benchmark,88,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
Bristol,102,Bristol City,70,Stonewall Jackson Elementary,Fully Accredited,78,Meets Benchmark,86,Meets Benchmark,88,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
Bristol,102,Bristol City,80,Virginia High,Fully Accredited,89,Meets Benchmark,81,Meets Benchmark,85,Meets Benchmark,83,Meets Benchmark,91,Meets Benchmark
Bristol,102,Bristol City,10,Virginia Middle,Fully Accredited,76,Meets Benchmark,84,Meets Benchmark,79,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
Bristol,102,Bristol City,90,Washington-Lee Elementary,Accredited with Warning,69,Warned,82,Meets Benchmark,72,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,13,Brunswick County,650,Brunswick High,Fully Accredited,76,Meets Benchmark,70,Meets Benchmark,74,Meets Benchmark,71,Meets Benchmark,90,Meets Benchmark
,13,Brunswick County,660,James S. Russell Middle,Accredited with Warning,65,Warned,60,Warned,65,Warned,74,Meets Benchmark,-,Does not have a Graduating Class
,13,Brunswick County,690,Meherrin Powellton Elementary,Accredited with Warning,57,Warned,63,Warned,80,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,13,Brunswick County,700,Red Oak-Sturgeon Elementary,Accredited with Warning,76,Meets Benchmark,60,Warned,93,Meets Benchmark,90,Meets Benchmark,-,Does not have a Graduating Class
,13,Brunswick County,720,Totaro Elementary,Accredited with Warning,62,Warned,58,Warned,82,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,14,Buchanan County,90,Council Elementary/Middle,Accredited with Warning,65,Warned,68,Warned,79,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,14,Buchanan County,1000,Council High,Accredited with Warning,73,Warned,55,Warned,80,Meets Benchmark,76,Meets Benchmark,89,Meets Benchmark
,14,Buchanan County,990,Grundy High,Fully Accredited,84,Meets Benchmark,76,Meets Benchmark,85,Meets Benchmark,78,Meets Benchmark,92,Meets Benchmark
,14,Buchanan County,120,Hurley Elementary/Middle,Accredited with Warning,61,Warned,62,Warned,74,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,14,Buchanan County,1020,Hurley High,Accredited with Warning,79,Meets Benchmark,60,Warned,75,Meets Benchmark,75,Meets Benchmark,92,Meets Benchmark
,14,Buchanan County,20,J.M. Bevins Elementary,Accredited with Warning,52,Warned,49,Warned,93,Meets Benchmark,52,Warned,-,Does not have a Graduating Class
,14,Buchanan County,1040,Riverview Elementary/Middle,Accredited with Warning,64,Warned,52,Warned,75,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,14,Buchanan County,1041,Twin Valley Elementary/Middle,Accredited with Warning,56,Warned,71,Meets Benchmark,70,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,14,Buchanan County,1042,Twin Valley High,Accredited with Warning,76,Meets Benchmark,65,Warned,83,Meets Benchmark,84,Meets Benchmark,91,Meets Benchmark
,15,Buckingham County,724,Buckingham Co Elementary,Accredited with Warning,56,Warned,65,Warned,81,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,15,Buckingham County,723,Buckingham Co Primary,Accredited with Warning,56,Warned,65,Warned,81,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,15,Buckingham County,700,Buckingham County High,Fully Accredited,88,Meets Benchmark,76,Meets Benchmark,86,Meets Benchmark,82,Meets Benchmark,93,Meets Benchmark
,15,Buckingham County,721,Buckingham County Middle,Accredited with Warning,66,Warned,83,Meets Benchmark,84,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
Buena Vista,103,Buena Vista City,40,Enderly Heights Elementary,Accredited with Warning,51,Warned,63,Warned,86,Meets Benchmark,-,Not Tested,-,Does not have a Graduating Class
Buena Vista,103,Buena Vista City,70,F.W. Kling Jr. Elementary,Accredited with Warning,51,Warned,63,Warned,86,Meets Benchmark,-,Not Tested,-,Does not have a Graduating Class
Buena Vista,103,Buena Vista City,62,Parry McCluer High,Accredited with Warning,75,Meets Benchmark,59,Warned,81,Meets Benchmark,77,Meets Benchmark,88,Meets Benchmark
Buena Vista,103,Buena Vista City,61,Parry McCluer Middle,Accredited with Warning,64,Warned,37,Warned,70,Meets Benchmark,45,Warned,-,Does not have a Graduating Class
,16,Campbell County,560,Altavista Elementary,Accredited with Warning,64,Warned,79,Meets Benchmark,79,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,16,Campbell County,200,Altavista High,Fully Accredited,80,Meets Benchmark,71,Meets Benchmark,86,Meets Benchmark,83,Meets Benchmark,88,Meets Benchmark
,16,Campbell County,650,Brookneal Elementary,Accredited with Warning,55,Warned,81,Meets Benchmark,74,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,16,Campbell County,720,Brookville High,Fully Accredited,89,Meets Benchmark,80,Meets Benchmark,95,Meets Benchmark,85,Meets Benchmark,92,Meets Benchmark
,16,Campbell County,20,Brookville Middle,Fully Accredited,79,Meets Benchmark,77,Meets Benchmark,86,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,16,Campbell County,130,Concord Elementary,Accredited with Warning,60,Warned,76,Meets Benchmark,77,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,16,Campbell County,690,Leesville Road Elementary,Fully Accredited,79,Meets Benchmark,87,Meets Benchmark,90,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,16,Campbell County,821,Rustburg Elementary,Accredited with Warning,66,Warned,77,Meets Benchmark,74,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,16,Campbell County,222,Rustburg High,Fully Accredited,85,Meets Benchmark,75,Meets Benchmark,88,Meets Benchmark,82,Meets Benchmark,91,Meets Benchmark
,16,Campbell County,211,Rustburg Middle,Accredited with Warning,67,Warned,72,Meets Benchmark,74,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,16,Campbell County,60,Tomahawk Elementary,Fully Accredited,78,Meets Benchmark,83,Meets Benchmark,83,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,16,Campbell County,542,William Campbell High,Fully Accredited,75,Meets Benchmark,79,Meets Benchmark,85,Meets Benchmark,76,Meets Benchmark,90,Meets Benchmark
,16,Campbell County,710,Yellow Branch Elementary,Fully Accredited,77,Meets Benchmark,80,Meets Benchmark,76,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
,17,Caroline County,620,Bowling Green Elementary,Accredited with Warning,59,Warned,58,Warned,78,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,17,Caroline County,460,Caroline High,Fully Accredited,77,Meets Benchmark,80,Meets Benchmark,75,Meets Benchmark,76,Meets Benchmark,88,Meets Benchmark
,17,Caroline County,450,Caroline Middle,Accredited with Warning,66,Warned,61,Warned,84,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,17,Caroline County,9020,Lewis & Clark Elementary,Fully Accredited,78,Meets Benchmark,83,Meets Benchmark,91,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,17,Caroline County,630,Madison Elementary,Accredited with Warning,69,Warned,75,Meets Benchmark,88,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,18,Carroll County,1230,Carroll County High,Fully Accredited,84,Meets Benchmark,72,Meets Benchmark,84,Meets Benchmark,83,Meets Benchmark,94,Meets Benchmark
,18,Carroll County,450,Carroll County Middle,Fully Accredited,78,Meets Benchmark,73,Meets Benchmark,83,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,18,Carroll County,1180,Fancy Gap Elementary,Fully Accredited,81,Meets Benchmark,79,Meets Benchmark,88,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,18,Carroll County,1150,Gladesboro Elementary,Fully Accredited,84,Meets Benchmark,77,Meets Benchmark,76,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
,18,Carroll County,1210,Gladeville Elementary,Accredited with Warning,75,Meets Benchmark,66,Warned,72,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,18,Carroll County,1170,Hillsville Elementary,Accredited with Warning,67,Warned,69,Warned,79,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,18,Carroll County,1160,Laurel Elementary,Fully Accredited,76,Meets Benchmark,83,Meets Benchmark,88,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,18,Carroll County,1130,Oakland Elementary,Fully Accredited,83,Meets Benchmark,73,Meets Benchmark,92,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
,18,Carroll County,1110,St. Paul,Fully Accredited,76,Meets Benchmark,84,Meets Benchmark,89,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
,19,Charles City County,80,Charles City County Elementary,Fully Accredited,77,Meets Benchmark,78,Meets Benchmark,87,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,19,Charles City County,100,Charles City County High,Fully Accredited,92,Meets Benchmark,77,Meets Benchmark,84,Meets Benchmark,89,Meets Benchmark,94,Meets Benchmark
,19,Charles City County,110,Charles City County Middle,Accredited with Warning,67,Warned,64,Warned,85,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,20,Charlotte County,470,Bacon District Elementary,Accredited with Warning,59,Warned,60,Warned,74,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
,20,Charlotte County,210,Central Middle,Fully Accredited,77,Meets Benchmark,87,Meets Benchmark,77,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,20,Charlotte County,100,Eureka Elementary,Fully Accredited,81,Meets Benchmark,84,Meets Benchmark,94,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,20,Charlotte County,450,Phenix Elementary,Accredited with Warning,75,Meets Benchmark,69,Warned,78,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,20,Charlotte County,460,Randolph-Henry High,Fully Accredited,95,Meets Benchmark,71,Meets Benchmark,75,Meets Benchmark,79,Meets Benchmark,94,Meets Benchmark
Charlottesville,104,Charlottesville City,100,Buford Middle,Fully Accredited,75,Meets Benchmark,81,Meets Benchmark,85,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
Charlottesville,104,Charlottesville City,70,Burnley-Moran Elementary,Fully Accredited,78,Meets Benchmark,77,Meets Benchmark,89,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
Charlottesville,104,Charlottesville City,140,Charlottesville High,Fully Accredited,82,Meets Benchmark,76,Meets Benchmark,86,Meets Benchmark,84,Meets Benchmark,90,Meets Benchmark
Charlottesville,104,Charlottesville City,50,Clark Elementary,Accredited with Warning,58,Warned,65,Warned,86,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
Charlottesville,104,Charlottesville City,90,Greenbrier Elementary,Fully Accredited,87,Meets Benchmark,92,Meets Benchmark,89,Meets Benchmark,89,Meets Benchmark,-,Does not have a Graduating Class
Charlottesville,104,Charlottesville City,120,Jackson-Via Elementary,Fully Accredited,77,Meets Benchmark,75,Meets Benchmark,78,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
Charlottesville,104,Charlottesville City,10,Johnson Elementary,Fully Accredited,77,Meets Benchmark,83,Meets Benchmark,77,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
Charlottesville,104,Charlottesville City,40,Venable Elementary,Fully Accredited,88,Meets Benchmark,83,Meets Benchmark,92,Meets Benchmark,93,Meets Benchmark,-,Does not have a Graduating Class
Charlottesville,104,Charlottesville City,110,Walker Upper Elementary,Accredited with Warning,69,Warned,77,Meets Benchmark,88,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,630,B.M. Williams Primary,Accredited with Warning,64,Warned,64,Warned,86,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,860,Butts Road Intermediate,Fully Accredited,87,Meets Benchmark,90,Meets Benchmark,98,Meets Benchmark,95,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,770,Butts Road Primary,Fully Accredited,87,Meets Benchmark,90,Meets Benchmark,98,Meets Benchmark,95,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,90,Camelot Elementary,Accredited with Warning,63,Warned,66,Warned,84,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,900,Cedar Road Elementary,Fully Accredited,82,Meets Benchmark,87,Meets Benchmark,96,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,700,Crestwood Intermediate,Accredited with Warning,64,Warned,64,Warned,86,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,560,Crestwood Middle,Fully Accredited,78,Meets Benchmark,82,Meets Benchmark,87,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,660,Deep Creek Central Elementary,Fully Accredited,79,Meets Benchmark,84,Meets Benchmark,96,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,210,Deep Creek Elementary,Fully Accredited,80,Meets Benchmark,82,Meets Benchmark,97,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,100,Deep Creek High,Fully Accredited,89,Meets Benchmark,87,Meets Benchmark,88,Meets Benchmark,83,Meets Benchmark,90,Meets Benchmark
Chesapeake,136,Chesapeake City,610,Deep Creek Middle,Accredited with Warning,67,Warned,72,Meets Benchmark,86,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,640,Edwin W. Chittum Elementary,Fully Accredited,82,Meets Benchmark,84,Meets Benchmark,94,Meets Benchmark,92,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,720,G.A. Treakle Elementary,Accredited with Warning,60,Warned,72,Meets Benchmark,92,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,50,George W. Carver Intermediate,Accredited with Warning,62,Warned,72,Meets Benchmark,76,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,820,Georgetown Primary,Fully Accredited,75,Meets Benchmark,71,Meets Benchmark,90,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,950,Grassfield Elementary,Fully Accredited,78,Meets Benchmark,86,Meets Benchmark,94,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,960,Grassfield High,Fully Accredited,95,Meets Benchmark,93,Meets Benchmark,97,Meets Benchmark,94,Meets Benchmark,97,Meets Benchmark
Chesapeake,136,Chesapeake City,120,Great Bridge High,Fully Accredited,91,Meets Benchmark,89,Meets Benchmark,92,Meets Benchmark,91,Meets Benchmark,97,Meets Benchmark
Chesapeake,136,Chesapeake City,850,Great Bridge Intermediate,Fully Accredited,88,Meets Benchmark,88,Meets Benchmark,99,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,590,Great Bridge Middle,Fully Accredited,84,Meets Benchmark,82,Meets Benchmark,93,Meets Benchmark,90,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,680,Great Bridge Primary,Fully Accredited,88,Meets Benchmark,88,Meets Benchmark,99,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,870,Greenbrier Intermediate,Fully Accredited,75,Meets Benchmark,79,Meets Benchmark,92,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,972,Greenbrier Middle,Fully Accredited,79,Meets Benchmark,81,Meets Benchmark,91,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,140,Greenbrier Primary,Fully Accredited,75,Meets Benchmark,79,Meets Benchmark,92,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,340,Hickory Elementary,Fully Accredited,78,Meets Benchmark,88,Meets Benchmark,96,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,890,Hickory High,Fully Accredited,96,Meets Benchmark,91,Meets Benchmark,93,Meets Benchmark,97,Meets Benchmark,98,Meets Benchmark
Chesapeake,136,Chesapeake City,280,Hickory Middle,Fully Accredited,85,Meets Benchmark,90,Meets Benchmark,95,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,920,Hugo A. Owens Middle,Fully Accredited,75,Meets Benchmark,84,Meets Benchmark,89,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
Chesapeake,136,Chesapeake City,830,Indian River High,Fully Accredited,87,Meets Benchmark,78,Meets Benchmark,88,Meets Benchmark,83,Meets Benchmark,92,Meets Benchmark
Chesapeake,136,Chesapeake City,710,Indian River Middle,Fully Accredited,78,Meets Benchmark,81,Meets Benchmark,90,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
